,prod_name,rating,rating_count,desc,profile,vitolas,Binder,Filler,Flavored,Has Tip,More Details,Origin,Pressed,Profile,Shapes,Sweet,Wrapper,Brand:
26,ACID Cigars by Drew Estate,Rated 4.74 out of 5, Based on 1834 Ratings ,"#1 For a ReasonACID cigars always create excitement. But whether it's your cup of tea or not, you gotta hand it to Drew Estate - the ACID brand is in constant demand. No one can come close to the one-of-a-kind blends, aromas and shapes each ACID cigar provides. The tobaccos are cured in areas called cuarto aromaticos (aroma rooms) for months prior to rolling - these rooms are lined with over 150 different essential herbs, oils and botanicals imbued into the cigars over time. Handmade in Nicaragua with all natural ingredients, each ACID cigar size offers a distinct flavor and aroma. Below is a summary of each blend.ACID by Drew Estate:ACID One: non-aromatic: Cameroon wrapper; torpedoACID 1400cc: robusto in glass tubes: creamy with strong aromatic qualitiesACID Atom: maduro: medium-full bodied, richACID Blondie: small powerhouse cigar; slightly sweetACID Blondie Maduro: small maduro wrapped powerhouse; slightly sweetACID Blondie Belicoso: Blondie's delicious flavor in a larger sizeACID Blondie Red: a rich twist on the classic BlondieACID Blondie Gold: possibly the smoothest Blondie there isACID Blondie Candela: lean, mean, green machine; notes of tea and sugarACID c-notes: small cigarillos; medium-bodied and richACID Cold Infusion: smooth, refreshing tasteACID Deep Dish: rich and velvety with toasty sweetnessACID Earthiness: very full-bodied coronaACID Extra Ordinary Larry: huge size; sweet spice flavorsACID Kuba Deluxe Tubo: toro-sized Kuba Kuba; smooth and mellowACID Kuba Kuba: fat robusto; medium-bodiedACID Kuba Kuba Maduro: a rich twist on an ACID favoriteACID Kuba Kuba Candela: green, sweet and exceedingly uniqueACID Liquid: robusto; fuller, rich tasteACID Nasty: short pyramid shaped maduro; chocolateyACID Roam: creamy taste with a hint of floral aromaACID Toast: mellow and sweet; rich tobacco and black cherry notesACID Wafe: a super-thin, box-pressed blend that's big on flavorG-Fresh: A pack of 5 individually-wrapped ACID cigarsACID Plush: Broadleaf wrapped; rich & hearty, fuller flavorsCroqueta: 2 short San Andres wrapped sticks in a single tube. Plus, check out the Limited Edition ACID blend:ACID Ltd. Def Sea: ultra smooth double torpedo; best seller",,"['Belicoso', 'Churchill', 'Cigarillos', 'Corona', 'Double Perfecto', 'Gordo', 'Lancero/Panatela', 'Petite Corona', 'Pyramid', 'Robusto', 'Short Robusto', 'Toro', 'Torpedo']",Nicaraguan,Nicaraguan,Varies,No,More Details,Nicaragua,Varies,,"Belicoso, Churchill, Cigarillos, Corona, Double Perfecto, Gordo, Lancero/Panatela, Petite Corona, Pyramid, Robusto, Short Robusto, Toro, Torpedo",Varies,"Cameroon, Candela, Connecticut, Connecticut Broadleaf, San Andres, Sumatra",Drew Estate Cigars
27,ACID Cigars by Drew Estate Blondie,Rated 4.75 out of 5, Based on 449 Ratings ,"Blondies have more fun! ACID Cigars are #1 with a bullet when we're talking about the best infused cigars on the market. That's not even a question. And there's one line within the ACID brand that reigns supreme over them all — Blondie. Originally offered in a 4"" x 38 Sumatra wrapped version, Blondie has spawned tons of sequels and spin-offs, each just as delicious as the last. Featured below is the entire Blondie line. Each vitola in this chart-topping brand is handcrafted, and spends time in Drew Estate's aromatic rooms where over 150 essential oils and botanicals slowly influences the flavor of the final blend. The ACID Blondie line includes:ACID Blondie: small powerhouse cigar; slightly sweetACID Blondie Maduro: small maduro wrapped powerhouse; slightly sweetACID Blondie Belicoso: Blondie's delicious flavor in a larger sizeACID Blondie Red: a rich twist on the classic BlondieACID Blondie Gold: possibly the smoothest Blondie there isACID Blondie Candela: lean, mean, green machine; notes of tea and sugar",Mellow-Medium,"['Belicoso', 'Petite Corona']",Nicaraguan,Nicaraguan,False,No,More Details,Nicaragua,No,,"Belicoso, Petite Corona",Yes,"Cameroon, Connecticut, Sumatra",Drew Estate Cigars
28,ACID Cigars by Drew Estate Opulence 3,Rated 4.69 out of 5, Based on 87 Ratings ,"​The finest ACID yet.No cigar has built a following quite like ACID by Drew Estate. Through a unique infusion process, Jonathan Drew takes traditional cigars made with superior, aged tobaccos and carefully enhances them with select oils, herbs, and botanicals. This process produces an extremely unique cigar with savory flavor profiles and hypnotizing aromas.ACID Opulence 3 takes things up a notch, thanks to a beautiful, aged San Andres maduro wrapper that’s rich, chewy, and loaded with natural oils. Beneath this leaf, a complex mixture of vintage, Cuban-seed long-fillers from Nicaragua was blended. After a painstaking infusion process, the Opulence 3 delivers a delicious array of rich tobacco flavors with a sweet, aromatic influence. The profile is deep in intriguing flavors and satisfying from start to finish, giving you a truly one-of-a-kind experience from the creative genius of Drew Estate.",Medium,"['Robusto', 'Toro', 'Torpedo']",Nicaraguan,Nicaraguan,False,No,More Details,Nicaragua,No,,"Robusto, Toro, Torpedo",Yes,San Andres,Drew Estate Cigars
29,ACID Kuba Kuba Cigars by Drew Estate,Rated 4.8 out of 5, Based on 778 Ratings ,"The ACID ChampionIf you told me that Kuba Kuba was the best-selling cigar in the world, I wouldn't blink twice. Ask any cigar lover you know, and chances are they've enjoyed an ACID cigar at some point. Chances are even better that it was a Kuba Kuba. Originally offered in just one vitola, the Kuba line has now extended into a brand all by itself, with a variety of wrappers, sizes, and blends in the mix. Listed below are all of the best-selling Kuba Kuba offerings — if you've never tried this grade-A infused cigar before, now's the perfect opportunity. The ACID Kuba Kuba line includes:ACID Kuba Kuba: the original; a fat robusto, medium-bodiedACID Kuba Kuba Maduro: a darker, richer twist on an ACID favoriteACID Kuba Kuba Candela: green, sweet and exceedingly uniqueACID Kuba Deluxe Tubo: toro-sized Kuba Kuba; smooth and mellowACID Kuba Kuba Grande: limited edition gordo size; slow-burning",Mellow-Medium,"['Gordo', 'Robusto', 'Toro']",Nicaraguan,Nicaraguan,False,No,More Details,Nicaragua,No,,"Gordo, Robusto, Toro",Yes,"Cameroon, Candela, Connecticut Broadleaf, Sumatra",Drew Estate Cigars
30,ACID Ltd. by Drew Estate Def Sea,Rated 3.94 out of 5, Based on 66 Ratings ,"My personal favorite in the ACID cigar line.Drew Estate's ACID cigar line is undeniably the best line of infused cigars on the market. Year after year, these blends are at the top of the charts. And Def Sea is one of the best-sellers in the whole lot. Indeed, I am not alone when I say the Def Sea is my favorite blend from Drew Estate's highly enjoyable ACID family of cigars. In fact, many believe this big perfecto is the tastiest cigar Drew Estate manufacturers. ACID Ltd. Def Sea showcases a well cured Sumatra seed wrapper. This silky and reddish wrapper leaf perfectly blankets a mixture of Nicaraguan long-fillers underneath to create a pleasant medium-bodied experience. Def Sea is infused with an exotic mixture of honey water, jasmine, and double cured sugar cane extract. The result is a masterpiece. Experience a highly unique profile layered with rich tobacco flavors, complemented by sweet, soothing aromas and nuances.",Medium,['Double Perfecto'],Nicaraguan,Nicaraguan,True,No,More Details,Nicaragua,No,,Double Perfecto,Yes,Sumatra,Drew Estate Cigars
31,AFR-75 San Andres Claro,Rated 4.5 out of 5,,"Reviving the legacyAbe Flores makes tons of fantastic cigars in his Dominican Republic based factory (home of PDR cigars), but perhaps the finest blends to leave the building are the A. Flores AFRs. Only rolled by Abe’s four most-skilled torcedors, and utilizing the finest, hand-selected tobacco leaves, AFR-75 truly represents one of the most respectable blends on the market. Today, we’re looking at the Claro version of this masterpiece. Utilizing a lighter-colored Mexican wrapper leaf, AFR-75 Claro features a Nicaraguan Criollo ’98 binder and long-filler leaves from the Dominican Republic, Nicaragua, and the United States. Delivering a mixture of cream, cedar, and a slightly fruity note, AFR-75 Claro is delicious down to the nub. If you’ve ever enjoyed one of PDR’s cigars, you owe it to yourself to try the AFR-75 Claro ASAP. ",Medium,"['Churchill', 'Gordo', 'Short Robusto', 'Toro']",Criollo '98,"Dominican, Nicaraguan, United States",False,No,More Details,Dominican Republic,No,,"Churchill, Gordo, Short Robusto, Toro",No,San Andres,
32,Aganorsa Leaf Connecticut,Rated 4 out of 5, Based on 3 Ratings ,"Not your daddy’s Connecticut! In the past few years, Connecticut cigars have evolved dramatically. Originally known for being mellow and not particularly flavorful cigars, today’s Connecticut blends are full-flavored while retaining their smooth and creamy body. The Aganorsa Leaf Connecticut is an awesome example of the new Connecticut trend: a flavorful and unique cigar that you can enjoy first thing in the morning. Though this cigar is relatively new, the seeds of the blend were planted back in 1998 when Eduardo Fernandez traveled to Nicaragua with a dream to grow the finest tobaccos available. Capturing the essence of Cuban cigars of old, the Aganorsa brand is now responsible for some of the best tobaccos on the planet. This Connecticut booms forward with a sweet and creamy flavor profile, along with hints of cedar and chocolate. ",Medium,"['Churchill', 'Robusto', 'Toro']",Varied,Varied,False,No,More Details,Nicaragua,No,,"Churchill, Robusto, Toro",No,Ecuador Connecticut,Casa Fernandez
33,Aganorsa Leaf Signature Selection,Rated 5 out of 5, Based on 3 Ratings ,"Sign here for maximum flavorThe AGANORSA farm has long been growing and cultivating premium Nicaraguan tobaccos. Indeed, if you’ve been around the block here a few times, you’ve likely enjoyed cigars featuring their tobaccos without even knowing. That’s why we were stoked when Aganorsa announced they’d be creating their own line of premium cigars a few years back, showcasing all their impressive farm has to offer. Today, we welcome one of the rarest and most sought-after Aganorsa cigars to the sunny shores of CI: the Signature Selection. Aged for a total of seven long years, each Aganorsa Leaf Signature Selection offers a rotund and unique cigar experience. That’s thanks to the small amount of medio tempo leaf included in each cigar. To put it in layman’s terms, this tobacco is a cigar nerd’s dream – super flavorful, balanced, and incredibly rare. Additionally, you’ll find a Rosado claro Corojo ’99 wrapper leaf overtop Criollo ’98 and Corojo ’99 long-fillers. Rich, sweet, and spicy, the Aganorsa Leaf Signature Selection is the full package. Good news, the AGANORSA Leaf Signature Selection has earned an awesome 91-point rating, noting; ""An attractive belicoso that smokes evenly, leaving delicate impressions of nuts, bread and cinnamon on the palate, along with salty touches of leather. The finish hints of walnut shell.""",Medium-Full,"['Belicoso', 'Corona', 'Robusto', 'Toro']","Corojo, Criollo '98",,False,No,More Details,Nicaragua,No,,"Belicoso, Corona, Robusto, Toro",No,Corojo,Casa Fernandez
34,Aganorsa Signature Maduro,Rated 4 out of 5,,"It’s been a long time coming.Aganorsa used to be a name that you’d only hear if you were on the production side of premium cigars. Having grown some of the best tobacco in the biz for decades, it was only a short time ago that Eduardo Fernandez made the jump from tobacco supplier to cigar producer. But for the last 20 years, Eduardo has dreamed of growing and producing a naturally dark maduro leaf from his best farms in Nicaragua. That dream come true is what you see adorning the Aganorsa Signature Maduro.Riding on the success of the original Aganorsa Signature, the Signature Maduro replaces the Rosado Corojo wrapper with a Cuban-seed Corojo 99 maduro leaf over Nicaraguan fillers & binder, all harvested from Aganorsa’s fields. The resulting product is excellently constructed and extensively aged, so it’s ready to pump out full-bodied notes of earth, leather, pepper, and cedar the moment it arrives on your doorstep. The original Signature received a 91-point rating and is always flying off the shelves, so grab a box of the maduro-wrapped version while you still have a chance!",Medium-Full,"['Corona Gordo', 'Robusto', 'Toro', 'Torpedo']",Nicaraguan,Nicaraguan,False,False,More Details,Nicaragua,No,,"Corona Gordo, Robusto, Toro, Torpedo",No,Nicaraguan,Casa Fernandez
35,Aging Room Bin No. 1,Rated 5 out of 5, Based on 1 Rating ,"New Aging Room, nuff’ said.The guys who brought you the #1 non-Cuban Cigar of the Year in 2013 have reemerged with a blend that is sure to captivate the masses, Aging Room Bin #1. Hailing from Tabacalera La Palma, famed master blenders Jochi Blanco and Rafael Nodal have collaborated to design an absolute treasure. Its conception lies in superbly aged tobaccos dating back to 1999 and 2001 that have been preserved from the legendary growing region of the Cibao Valley in the Dominican Republic. Agin Room Bin No. 1 contains mature tobaccos, delivering a well-balanced cigar and producing a true medium-bodied profile with a wonderfully unique natural sweetness. The unique Cuban-seed tobaccos are the backbone of this project, acting as the filler and binder. Encapsulated by a pristine Ecuadorian Habano wrapper, Aging Room Bin #1 will be biting at its big brother’s heels in no time. Aging Room Bin No. 1 also received a 91-rating from Cigar Insider noting: ""Strong, spicy first puffs mellow out to show a meaty, leathery smoke with touches of ground peppercorn and a hint of graham cracker. Hearty and bold.""",Medium,"['Robusto', 'Toro']",Dominican,Dominican,False,No,More Details,Dominican Republic,No,,"Robusto, Toro",No,Ecuador Habano,Aging Room Cigars
